,job_id,url_logo,company_name,location,position,industry,min_company_size,max_company_size,job_desc,posted
10,3070219,https://siva.jsstatic.com/id/49732/images/logo/49732_logo_0_6961686.jpg,PT Ruangan Pendingin Indonesia,Jakarta Utara (Jakarta Raya),Accounting,Akuntansi Umum/Pembiayaan,51,200," KUALIFIKASI :


Usia min 25 – 35 tahun
Lulusan min diploma accounting
Pengalamaan min 2 tahun
Dapat bekerja dibawah tekanan
Berkomitmen mempunyai kemauan untuk belajar dan maju, memiliki work attitude yang baik
Memiliki keterampilan interpersonal, dan komunikasi yang baik
Mengusai PPh 23
Mengusai ph 4 ayat 2 dan PPn

 
TUGAS PEKERJAAN :

Membuat laporan harian dan bulanan keuangan dalam jurnal
Membuat laporan pph 23, ph 4 dan PPn
Melaksanakan penerapan kebijakan dan prosedur akuntansi yang tepat dengan benar dan efektif
Melaksanakan pekerjaan operasional harian akuntansi keuangan dan perpajakan berjalan dengan akurat dan tepat waktu
Mempersiapkan dan memproses laporan keuangan yang akurat dan tepat waktu (rekonsiliasi, penjurnalan dan pelaporan)

 ",24/09/19
11,3070217,,,Tangerang (Banten),Sales Marketing Manager,Penjualan Ritel,0,0," 
Candidate must possess at least Bachelor's Degree in any field.
At least 12 Year(s) of working experience in the related field is required for this position.
Required Skill(s): excel, power point
Preferably Manager/Assistant Manager specialized in Sales - Retail/General or equivalent.
 ",24/09/19
12,3070216,https://siva.jsstatic.com/id/10668/images/logo/10668_logo_0.jpg,Perum LKBN Antara,Jakarta Pusat (Jakarta Raya) - Jl. Medan Merdeka Selatan No. 17,Staf Kearsipan,Lainnya/Kategori tidak tersedia,501,1000," 
Kandidat harus memiliki setidaknya Gelar Sarjana di Manajemen Perpustakaan atau setara.
Perguruan Tinggi Terakreditasi minimal B
Memiliki kemampuan komunikasi yang baik
Memiliki interpersonal skill yang baik
Pengalaman kerja menjadi nilai tambah
Kemampuan yang harus dimiliki: Pengelolaan Arsip, Pengoperasian MS Office (Word, Excel, Power Point)
Lebih disukai Lulusan baru/Pengalaman kerja kurang dari 1 tahun khusus dalam Lainnya/Kategori tidak tersedia atau setara.
 ",24/09/19
13,3070215,https://siva.jsstatic.com/id/60285/images/logo/60285_logo_0_113611.jpg,PT Bintang Indokarya Gemilang,Brebes (Jawa Tengah) - Kec. Tanjung Kab. Brebes,Senior Manager Manufacture Excellence ( Brebes ),Teknik,2001,5000," Kualifikasi :

Kandidat harus memiliki setidaknya Gelar Sarjana di Teknik (Industri) atau setara.
Bahasa yang harus dimiliki: English.
Setidaknya memiliki 7 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.
Kemampuan yang harus dimiliki: Ms Office.
Menguasai 4 pilar adidas beserta implementasinya.
Lebih disukai CEO/GM/Direktur/Manajer Senior khusus dalam Teknik - Industri atau setara.

Tugas Utama :

Menganalisa proyek-proyek perbaikan sistem guna membantu meningkatkan kinerja perusahaan.
Mengkoordinasikan proyek perbaikan sistem meliputi tujuan, timeline, target dan prosedur guna menunjang proyek perbaikan sistem.
Menindaklanjuti dan mengontrol implementasi dari proyek yang diusulkan dan memastikan berjalan.
Mengeveluasi hasil implementasi proyek perbaikan sistem agar berjalan lancar dan siap di transfer ke project owner.
Mengidentifikasi dan menyeleksi alternatif sistem yang paling memenuhi kriteria cost effective dan memiliki quality system yang lebih baik untuk diimplementasikan secara terus menerus.
Mengoordinasikan penyediaan dukungan teknis serta dukungan lain jika diperlukan oleh buyer/ user, untuk memastikan agar proyek perbaikan berjalan sesuai rencana yang ditetapkan.
Memastikan standar SOE yang ditetapkan buyer dilaksanakan secara konsisten.
 ",24/09/19
14,3070214,https://siva.jsstatic.com/id/15827/images/logo/15827_logo_0_135707.jpg,BénBérg Arôme Indonesia,Jakarta Selatan (Jakarta Raya) - SOHO PANCORAN,ASSISTANT SALES DIRECTOR (MANDARIN SPEAKER),Pemasaran/Pengembangan Bisnis,201,500," 
Work Location:
Based Office in Driyorejo, 15 minutes from Surabaya Barat
COVERAGE AREA in surround Indonesia and Overseas
 
Requirements:
1.    Candidate with 3 years minimum experienced preferred
2.    Experienced in the same industry will be more advantage
3.    At least graduated with Diploma or Bachelor Degree in any fields
4.    Highly self-motivated, strong interpersonal and communication skills
5.    Result oriented, self-driven, persuasive and resourceful
6.    Able to work as a team and independence
7.    Final result oriented and consistent
8.    This position is required to perform regularly to visit prospect customers
9.    Search for new opportunity of prospect customers
10.  Mandarin/Hokkian is a must, English is preferable.
11.  Can work anywhere according to the Company database.
 
Benefit:
1.    Basic Salary
2.    Attractive Sales Commissions
3.    Target Allowance
4.    Transport Allowance (Refer to Sales scheme)
5.    Phone and Internet Allowance (Refer to sales scheme)
 
**For more information please send Whatsapp to +62 811 3567 550
 ",24/09/19
15,3070213,https://siva.jsstatic.com/id/70409/images/logo/70409_logo_0_934074.jpg,PT Distributor  Indonesia Unggul,Jakarta Raya,Senior Digital Marketing,Digital Marketing,50,99999," 
Create and Manage Link Building strategies, content marketing strategies and social media presence
Develop and Implement SEO and PPC Strategies
Use Google Analytics, Google AdWords and other relevant sites
Drive Traffic to Company Pages
Manage Social Media, Email, and SMS / WA Marketing Campaigns
Communicate with Third Party Designer, Influencer and Sosial Media Freelancer
Develop engaging online content including clickbait, videos, graphic, then monitor and analyze succes
Influencer Campaign Management

Skill & Knowledge Required:

Good consumer and product awareness
Content and Campaign Management System
SEO, PPC, Google AdWords
Good knowledge of Graphic Design
The ability to work on multiple projects at one time
The ability to work under pressure and to deadlines
Good attention to detail and accuracy
Good Knowledges of Digital Marketing Technique
Creative Skill

General Requirement:

Bachelor From Any Major, a degree in Marketing or Advertising would be outstanding
Working experience in related fields min. 3 Year
Excellent written and verbal communication
 ",24/09/19
16,3070211,https://siva.jsstatic.com/id/48/images/logo/48_logo_0_5817503.jpg,Sinar Mas Land,Jakarta Pusat (Jakarta Raya),Building Improv. & Fit Out Staff (BI&FOS-JKT-AM-11),Arsitek/Desain Interior,5000,99999," Job Descriptions :Able to create architecture design and concept.Review and monitoring tenant design and coordinate the standard of Mechanical electrical and Architecture.Able to create RAB (Rencana Anggaran Biaya) or Budget Plan.Job Requirements :Minimum Bachelor Degree in ArchitectureMinimum 1 year of experience as Building Management in office building, shopping center/retail industrySolid understanding of technical aspects of mechanical, electrical, & civil.Familiar with Auto CAD, 3D Sketchup, Adobe and Correl DrawFluent in EnglishWilling to be placed in Thamrin, Central Jakarta ",24/09/19
17,3070210,https://siva.jsstatic.com/id/516/images/logo/516_logo_0_6064542.jpg,PT Charoen Pokphand Indonesia,"Jakarta Raya - Ancol,  Jakarta Utara",Human Capital Officer,Personalia,5000,99999," Requirements :
 

Candidate must possess at least a Bachelor's Degree from  Computer Science/Information Technology, Finance Accounting, Law.
Required language(s): English, Mandarin, Bahasa Indonesia
Work well with Ms Office ( Word, Excell, Powerpoint)
Applicants must be willing to work in Ancol, Jakarta Utara.
Having experience min 1 year in HR field like training, compensation benefit, recruitment, etc
Full-Time position(s) available.
 ",24/09/19
18,3070206,https://siva.jsstatic.com/id/11656/images/logo/11656_logo_0.jpg,PT TJB Power Services,Jepara (Jawa Tengah) - Tubanan,Mechanical Technician,Mekanik/Otomotif,201,500," Job Description
 
Perform day to day maintenance work activities at Intake, WWTP, Turbine area, Boiler Area and provide back up mechanical maintenance assistance to all other Plant System to achieving high plant availability safety, economically and within the enviromental limits of the plant.
 
Requirements

Holds minimum Senior (SMA) or Vocational (STM/SMK) High School , S1 / D3 mechanical Engineering ( preferable)
Minimum 3 years working experience in Mechanical Turbine or Boiler.
Knowledge of Power Plant Operation and Maintenance.
Understanding Maintenance procedure refer to O&M Manuals
Ability to communicate in English & computer skill
Have a willinness to work flexibly over wide range of work areas
Team Work Oriented and Hard Working.
 ",24/09/19
19,3070205,https://siva.jsstatic.com/id/65236/images/logo/65236_logo_0_474999.jpg,CV Surya Nusantara Safety,Medan (Sumatera Utara) - Medan,Sales Officer,Penjualan - Korporasi,50,99999," 
Who are we?
CV. Surya Nusantara Safety (bigowner) is the #1 safety equipment provider in
Medan, North Sumatra.
 
Our Mission 
Provider for the most complete range of safety products

 
Our Vision
The #1 one-stop safety equipment provider, globally in Indonesia
 
Are you the next bigowner member?

If you are :

Searching and closing at potential customer
Able to build longterm relationship with customer
Able to work under pressure
Motivated for success
Eager to learn & highly productive


Requirements :

1 years experience
Have driver's license A/C
Oragnized, self motivated with good time management
Customer focus, detail minded, and creative thinking
Proven ablility to work as a team as well as independently
Problem solving, interpersonal and communications skill

Benefit :

Insentif base on performance
Insentif On Time Attendance Allowance (OTAA)
Full time employee
BPJS Kesehatan & BPJS Ketenagakerjaan


We thank all applicants for their interest, however only those candidates selected for interviews will be contacted. Closing 10 Oct 2019
 
Go Big or Go Home
BIG Success, OWN it !
bigowner

  ",24/09/19
20,3070219,https://siva.jsstatic.com/id/49732/images/logo/49732_logo_0_6961686.jpg,PT Ruangan Pendingin Indonesia,Jakarta Utara (Jakarta Raya),Accounting,Akuntansi Umum/Pembiayaan,51,200," KUALIFIKASI :


Usia min 25 – 35 tahun
Lulusan min diploma accounting
Pengalamaan min 2 tahun
Dapat bekerja dibawah tekanan
Berkomitmen mempunyai kemauan untuk belajar dan maju, memiliki work attitude yang baik
Memiliki keterampilan interpersonal, dan komunikasi yang baik
Mengusai PPh 23
Mengusai ph 4 ayat 2 dan PPn

 
TUGAS PEKERJAAN :

Membuat laporan harian dan bulanan keuangan dalam jurnal
Membuat laporan pph 23, ph 4 dan PPn
Melaksanakan penerapan kebijakan dan prosedur akuntansi yang tepat dengan benar dan efektif
Melaksanakan pekerjaan operasional harian akuntansi keuangan dan perpajakan berjalan dengan akurat dan tepat waktu
Mempersiapkan dan memproses laporan keuangan yang akurat dan tepat waktu (rekonsiliasi, penjurnalan dan pelaporan)

 ",24/09/19
21,3070217,,,Tangerang (Banten),Sales Marketing Manager,Penjualan Ritel,0,0," 
Candidate must possess at least Bachelor's Degree in any field.
At least 12 Year(s) of working experience in the related field is required for this position.
Required Skill(s): excel, power point
Preferably Manager/Assistant Manager specialized in Sales - Retail/General or equivalent.
 ",24/09/19
22,3070215,https://siva.jsstatic.com/id/60285/images/logo/60285_logo_0_113611.jpg,PT Bintang Indokarya Gemilang,Brebes (Jawa Tengah) - Kec. Tanjung Kab. Brebes,Senior Manager Manufacture Excellence ( Brebes ),Teknik,2001,5000," Kualifikasi :

Kandidat harus memiliki setidaknya Gelar Sarjana di Teknik (Industri) atau setara.
Bahasa yang harus dimiliki: English.
Setidaknya memiliki 7 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.
Kemampuan yang harus dimiliki: Ms Office.
Menguasai 4 pilar adidas beserta implementasinya.
Lebih disukai CEO/GM/Direktur/Manajer Senior khusus dalam Teknik - Industri atau setara.

Tugas Utama :

Menganalisa proyek-proyek perbaikan sistem guna membantu meningkatkan kinerja perusahaan.
Mengkoordinasikan proyek perbaikan sistem meliputi tujuan, timeline, target dan prosedur guna menunjang proyek perbaikan sistem.
Menindaklanjuti dan mengontrol implementasi dari proyek yang diusulkan dan memastikan berjalan.
Mengeveluasi hasil implementasi proyek perbaikan sistem agar berjalan lancar dan siap di transfer ke project owner.
Mengidentifikasi dan menyeleksi alternatif sistem yang paling memenuhi kriteria cost effective dan memiliki quality system yang lebih baik untuk diimplementasikan secara terus menerus.
Mengoordinasikan penyediaan dukungan teknis serta dukungan lain jika diperlukan oleh buyer/ user, untuk memastikan agar proyek perbaikan berjalan sesuai rencana yang ditetapkan.
Memastikan standar SOE yang ditetapkan buyer dilaksanakan secara konsisten.
 ",24/09/19
23,3070214,https://siva.jsstatic.com/id/15827/images/logo/15827_logo_0_135707.jpg,BénBérg Arôme Indonesia,Jakarta Selatan (Jakarta Raya) - SOHO PANCORAN,ASSISTANT SALES DIRECTOR (MANDARIN SPEAKER),Pemasaran/Pengembangan Bisnis,201,500," 
Work Location:
Based Office in Driyorejo, 15 minutes from Surabaya Barat
COVERAGE AREA in surround Indonesia and Overseas
 
Requirements:
1.    Candidate with 3 years minimum experienced preferred
2.    Experienced in the same industry will be more advantage
3.    At least graduated with Diploma or Bachelor Degree in any fields
4.    Highly self-motivated, strong interpersonal and communication skills
5.    Result oriented, self-driven, persuasive and resourceful
6.    Able to work as a team and independence
7.    Final result oriented and consistent
8.    This position is required to perform regularly to visit prospect customers
9.    Search for new opportunity of prospect customers
10.  Mandarin/Hokkian is a must, English is preferable.
11.  Can work anywhere according to the Company database.
 
Benefit:
1.    Basic Salary
2.    Attractive Sales Commissions
3.    Target Allowance
4.    Transport Allowance (Refer to Sales scheme)
5.    Phone and Internet Allowance (Refer to sales scheme)
 
**For more information please send Whatsapp to +62 811 3567 550
 ",24/09/19
24,3070213,https://siva.jsstatic.com/id/70409/images/logo/70409_logo_0_934074.jpg,PT Distributor  Indonesia Unggul,Jakarta Raya,Senior Digital Marketing,Digital Marketing,50,99999," 
Create and Manage Link Building strategies, content marketing strategies and social media presence
Develop and Implement SEO and PPC Strategies
Use Google Analytics, Google AdWords and other relevant sites
Drive Traffic to Company Pages
Manage Social Media, Email, and SMS / WA Marketing Campaigns
Communicate with Third Party Designer, Influencer and Sosial Media Freelancer
Develop engaging online content including clickbait, videos, graphic, then monitor and analyze succes
Influencer Campaign Management

Skill & Knowledge Required:

Good consumer and product awareness
Content and Campaign Management System
SEO, PPC, Google AdWords
Good knowledge of Graphic Design
The ability to work on multiple projects at one time
The ability to work under pressure and to deadlines
Good attention to detail and accuracy
Good Knowledges of Digital Marketing Technique
Creative Skill

General Requirement:

Bachelor From Any Major, a degree in Marketing or Advertising would be outstanding
Working experience in related fields min. 3 Year
Excellent written and verbal communication
 ",24/09/19
25,3070211,https://siva.jsstatic.com/id/48/images/logo/48_logo_0_5817503.jpg,Sinar Mas Land,Jakarta Pusat (Jakarta Raya),Building Improv. & Fit Out Staff (BI&FOS-JKT-AM-11),Arsitek/Desain Interior,5000,99999," Job Descriptions :Able to create architecture design and concept.Review and monitoring tenant design and coordinate the standard of Mechanical electrical and Architecture.Able to create RAB (Rencana Anggaran Biaya) or Budget Plan.Job Requirements :Minimum Bachelor Degree in ArchitectureMinimum 1 year of experience as Building Management in office building, shopping center/retail industrySolid understanding of technical aspects of mechanical, electrical, & civil.Familiar with Auto CAD, 3D Sketchup, Adobe and Correl DrawFluent in EnglishWilling to be placed in Thamrin, Central Jakarta ",24/09/19
26,3070210,https://siva.jsstatic.com/id/516/images/logo/516_logo_0_6064542.jpg,PT Charoen Pokphand Indonesia,"Jakarta Raya - Ancol,  Jakarta Utara",Human Capital Officer,Personalia,0,0,,01/01/90
27,3070208,https://siva.jsstatic.com/id/67334/images/logo/67334_logo_0_410072.jpg,China State Construction and Engineering Corp,Cikarang (Jawa Barat) - Selatan,Business staff,Teknik Lainnya,0,0,,01/01/90
28,3070207,https://siva.jsstatic.com/id/169824/images/logo/169824_logo_0_927197.jpg,ID Photobook,Yogyakarta,Senior Mobile Developer,IT-Perangkat Lunak,0,0,,01/01/90
29,3070206,https://siva.jsstatic.com/id/11656/images/logo/11656_logo_0.jpg,PT TJB Power Services,Jepara (Jawa Tengah) - Tubanan,Mechanical Technician,Mekanik/Otomotif,0,0,,01/01/90
30,3070205,https://siva.jsstatic.com/id/65236/images/logo/65236_logo_0_474999.jpg,CV Surya Nusantara Safety,Medan (Sumatera Utara) - Medan,Sales Officer,Penjualan - Korporasi,0,0,,01/01/90
31,3070204,https://siva.jsstatic.com/id/167/images/logo/167_logo_0_98464.jpg,PT Smartfren Telecom Tbk,Yogyakarta,Regional Cluster Support - Yogyakarta,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
32,3070203,https://siva.jsstatic.com/id/6291/images/logo/6291_logo_0_28775.png,ESQ Group,Jakarta Raya - Jakarta Selatan,Corporate Relations Officer (CRO) for ESQ Tours and Travel,Penjualan - Korporasi,0,0,,01/01/90
33,3070202,https://siva.jsstatic.com/id/55346/images/logo/55346_logo_0_49529.jpg,J-Express (PT Jaya Ekspress Transindo),Jakarta Selatan (Jakarta Raya) - RDTX Tower,Center of Excellence Staff,Logistik/Jaringan,0,0,,01/01/90
34,3070201,https://siva.jsstatic.com/id/169824/images/logo/169824_logo_0_927197.jpg,ID Photobook,Yogyakarta,Senior Web Developer,IT-Perangkat Lunak,0,0,,01/01/90
35,3070200,https://siva.jsstatic.com/id/65236/images/logo/65236_logo_0_474999.jpg,CV Surya Nusantara Safety,Medan (Sumatera Utara) - Medan,Marketing Manager,Digital Marketing,0,0,,01/01/90
36,3070199,https://siva.jsstatic.com/id/43705/images/logo/43705_logo_0_36667.gif,PT Graha Lestari Agung Makmur,Jakarta Raya,Sales,Penjualan - Korporasi,0,0,,01/01/90
37,3070198,https://siva.jsstatic.com/id/62561/images/logo/62561_logo_0_566259.jpg,PT Sakti Mobile,"Jakarta Timur (Jakarta Raya) - jakarta timur,  Utan Kayu",Account Executive,Penjualan - Korporasi,0,0,,01/01/90
38,3070197,https://siva.jsstatic.com/id/15827/images/logo/15827_logo_0_135707.jpg,BénBérg Arôme Indonesia,Surabaya (Jawa Timur) - KOMPLEK SMB-CANGKIR 15MENIT DR CITRALAND SBY BARAT,ASSISTANT SALES DIRECTOR (MANDARIN SPEAKER),Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
39,3070195,https://siva.jsstatic.com/id/65236/images/logo/65236_logo_0_474999.jpg,CV Surya Nusantara Safety,Medan (Sumatera Utara) - Medan,Bussiness Development Officer,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
40,3070196,https://siva.jsstatic.com/id/4442/images/logo/4442_logo_0_5803823.jpg,PT Fastrata Buana (Distributor Kapal Api),Singkawang (Kalimantan Barat),FAKTURIS - SINGKAWANG,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
41,3070193,https://siva.jsstatic.com/id/22104/images/logo/22104_logo_0_163573.jpg,PT Lion Super Indo,Jakarta Selatan (Jakarta Raya) - Pancoran,IT Security & Quality Specialist (ITS - Q01),IT-Jaringan/Sistem/Sistem Database,0,0,,01/01/90
